DateTime,Players,Final Price
3/27/2018 0:00,112499,349
3/28/2018 0:00,114548,349
3/29/2018 0:00,114748,349
3/30/2018 0:00,130504,349
3/31/2018 0:00,131928,349
4/1/2018 0:00,116954,349
4/2/2018 0:00,112092,349
4/3/2018 0:00,106402,349
4/4/2018 0:00,115611,349
4/5/2018 0:00,111211,349
4/6/2018 0:00,113381,349
4/7/2018 0:00,114997,349
4/8/2018 0:00,111651,349
4/9/2018 0:00,97062,349
4/10/2018 0:00,99065,349
4/11/2018 0:00,99836,349
4/12/2018 0:00,103153,349
4/13/2018 0:00,116529,349
4/14/2018 0:00,125070,349
4/15/2018 0:00,115606,349
4/16/2018 0:00,98763,349
4/17/2018 0:00,100741,349
4/18/2018 0:00,102921,349
4/19/2018 0:00,99486,349
4/20/2018 0:00,114101,349
4/21/2018 0:00,122786,349
4/22/2018 0:00,109659,349
4/23/2018 0:00,94883,349
4/24/2018 0:00,95809,349
4/25/2018 0:00,94304,349
4/26/2018 0:00,94136,349
4/27/2018 0:00,104382,349
4/28/2018 0:00,114224,349
4/29/2018 0:00,111034,349
4/30/2018 0:00,104954,349
5/1/2018 0:00,101234,349
5/2/2018 0:00,95123,349
5/3/2018 0:00,92726,349
5/4/2018 0:00,114267,349
5/5/2018 0:00,115247,349
5/6/2018 0:00,105536,349
5/7/2018 0:00,90823,239
5/8/2018 0:00,94746,239
5/9/2018 0:00,95171,239
5/10/2018 0:00,95557,239
5/11/2018 0:00,103776,349
5/12/2018 0:00,112276,349
5/13/2018 0:00,102137,349
5/14/2018 0:00,91782,349
5/15/2018 0:00,87907,349
5/16/2018 0:00,88788,349
5/17/2018 0:00,90882,233.83
5/18/2018 0:00,121151,233.83
5/19/2018 0:00,142308,233.83
5/20/2018 0:00,132135,233.83
5/21/2018 0:00,126584,349
5/22/2018 0:00,119771,349
5/23/2018 0:00,111129,349
5/24/2018 0:00,88049,349
5/25/2018 0:00,124443,349
5/26/2018 0:00,128728,349
5/27/2018 0:00,116412,349
5/28/2018 0:00,94252,349
5/29/2018 0:00,102977,349
5/30/2018 0:00,102086,349
5/31/2018 0:00,100383,349
6/1/2018 0:00,112414,349
6/2/2018 0:00,118663,349
6/3/2018 0:00,109559,349
6/4/2018 0:00,95674,349
6/5/2018 0:00,100292,349
6/6/2018 0:00,99107,349
6/7/2018 0:00,113277,349
6/8/2018 0:00,143183,349
6/9/2018 0:00,138078,349
6/10/2018 0:00,126963,349
6/11/2018 0:00,107252,349
6/12/2018 0:00,107971,349
6/13/2018 0:00,103912,349
6/14/2018 0:00,105130,349
6/15/2018 0:00,108109,349
6/16/2018 0:00,107182,349
6/17/2018 0:00,110746,349
6/18/2018 0:00,94083,349
6/19/2018 0:00,95176,349
6/20/2018 0:00,84967,349
6/21/2018 0:00,96030,349
6/22/2018 0:00,102882,349
6/23/2018 0:00,104886,349
6/24/2018 0:00,102018,349
6/25/2018 0:00,92010,349
6/26/2018 0:00,94587,349
6/27/2018 0:00,96400,349
6/28/2018 0:00,91241,349
6/29/2018 0:00,92605,349
6/30/2018 0:00,97915,349
7/1/2018 0:00,95867,349
7/2/2018 0:00,90938,349
7/3/2018 0:00,94167,349
7/4/2018 0:00,101689,349
7/5/2018 0:00,101223,349
7/6/2018 0:00,105094,349
7/7/2018 0:00,107758,349
7/8/2018 0:00,103735,349
7/9/2018 0:00,100118,349
7/10/2018 0:00,103368,349
7/11/2018 0:00,104640,349
7/12/2018 0:00,101519,349
7/13/2018 0:00,105175,349
7/14/2018 0:00,103839,349
7/15/2018 0:00,105208,349
7/16/2018 0:00,102451,349
7/17/2018 0:00,110262,349
7/18/2018 0:00,115114,349
7/19/2018 0:00,109919,349
7/20/2018 0:00,112900,349
7/21/2018 0:00,114890,349
7/22/2018 0:00,117024,349
7/23/2018 0:00,101733,349
7/24/2018 0:00,103414,349
7/25/2018 0:00,101492,349
7/26/2018 0:00,99899,349
7/27/2018 0:00,99937,349
7/28/2018 0:00,100351,349
7/29/2018 0:00,100890,349
7/30/2018 0:00,98632,349
7/31/2018 0:00,97898,349
8/1/2018 0:00,98429,349
8/2/2018 0:00,98668,349
8/3/2018 0:00,99352,349
8/4/2018 0:00,101525,349
8/5/2018 0:00,104660,349
8/6/2018 0:00,101685,349
8/7/2018 0:00,102510,349
8/8/2018 0:00,103377,349
8/9/2018 0:00,99770,349
8/10/2018 0:00,92390,349
8/11/2018 0:00,95825,349
8/12/2018 0:00,96412,349
8/13/2018 0:00,94901,349
8/14/2018 0:00,98694,349
8/15/2018 0:00,96687,349
8/16/2018 0:00,95486,244.3
8/17/2018 0:00,115832,244.3
8/18/2018 0:00,130546,244.3
8/19/2018 0:00,135451,244.3
8/20/2018 0:00,130937,349
8/21/2018 0:00,115763,349
8/22/2018 0:00,127904,349
8/23/2018 0:00,117509,349
8/24/2018 0:00,119387,349
8/25/2018 0:00,125197,349
8/26/2018 0:00,123400,349
8/27/2018 0:00,112769,349
8/28/2018 0:00,113633,349
8/29/2018 0:00,111728,349
8/30/2018 0:00,109767,349
8/31/2018 0:00,116400,349
9/1/2018 0:00,120196,349
9/2/2018 0:00,114438,349
9/3/2018 0:00,103969,349
9/4/2018 0:00,100068,349
9/5/2018 0:00,131179,349
9/6/2018 0:00,115465,349
9/7/2018 0:00,132514,349
9/8/2018 0:00,143730,349
9/9/2018 0:00,133116,349
9/10/2018 0:00,106701,349
9/11/2018 0:00,115973,349
9/12/2018 0:00,109740,450
9/13/2018 0:00,102976,450
9/14/2018 0:00,121226,450
9/15/2018 0:00,135045,450
9/16/2018 0:00,125152,450
9/17/2018 0:00,96234,450
9/18/2018 0:00,84296,450
9/19/2018 0:00,92501,450
9/20/2018 0:00,94771,450
9/21/2018 0:00,111938,450
9/22/2018 0:00,124402,450
9/23/2018 0:00,126777,450
9/24/2018 0:00,93336,450
9/25/2018 0:00,96011,450
9/26/2018 0:00,98224,450
9/27/2018 0:00,93838,450
9/28/2018 0:00,104731,450
9/29/2018 0:00,120925,450
9/30/2018 0:00,128742,450
10/1/2018 0:00,89811,450
10/2/2018 0:00,103859,450
10/3/2018 0:00,103513,450
10/4/2018 0:00,97084,450
10/5/2018 0:00,106187,450
10/6/2018 0:00,123540,450
10/7/2018 0:00,114832,450
10/8/2018 0:00,93751,450
10/9/2018 0:00,91079,450
10/10/2018 0:00,88462,450
10/11/2018 0:00,86674,450
10/12/2018 0:00,104687,450
10/13/2018 0:00,116878,450
10/14/2018 0:00,105244,450
10/15/2018 0:00,81899,450
10/16/2018 0:00,82457,450
10/17/2018 0:00,83135,450
10/18/2018 0:00,74790,450
10/19/2018 0:00,98100,450
10/20/2018 0:00,110389,450
10/21/2018 0:00,98350,450
10/22/2018 0:00,78477,450
10/23/2018 0:00,80593,450
10/24/2018 0:00,81915,450
10/25/2018 0:00,85027,450
10/26/2018 0:00,119919,450
10/27/2018 0:00,123993,450
10/28/2018 0:00,109146,450
10/29/2018 0:00,86014,450
10/30/2018 0:00,83350,450
10/31/2018 0:00,81973,450
11/1/2018 0:00,83860,450
11/2/2018 0:00,92803,450
11/3/2018 0:00,98551,450
11/4/2018 0:00,88432,450
11/5/2018 0:00,67888,1200
11/6/2018 0:00,69185,450
11/7/2018 0:00,69112,450
11/8/2018 0:00,68480,450
11/9/2018 0:00,81381,450
11/10/2018 0:00,95421,450
11/11/2018 0:00,87034,450
11/12/2018 0:00,67068,450
11/13/2018 0:00,69018,450
11/14/2018 0:00,63082,450
11/15/2018 0:00,69210,315
11/16/2018 0:00,93847,315
11/17/2018 0:00,114655,315
11/18/2018 0:00,113514,315
11/19/2018 0:00,86188,315
11/20/2018 0:00,88439,315
11/21/2018 0:00,88184,315
11/22/2018 0:00,87101,315
11/23/2018 0:00,100470,315
11/24/2018 0:00,115938,315
11/25/2018 0:00,106763,315
11/26/2018 0:00,80694,315
11/27/2018 0:00,84153,450
11/28/2018 0:00,77417,450
11/29/2018 0:00,83117,450
11/30/2018 0:00,98156,450
12/1/2018 0:00,118926,450
12/2/2018 0:00,109578,450
12/3/2018 0:00,81308,450
12/4/2018 0:00,74274,450
12/5/2018 0:00,105418,450
12/6/2018 0:00,98490,315
12/7/2018 0:00,109276,315
12/8/2018 0:00,121731,450
12/9/2018 0:00,111757,450
12/10/2018 0:00,86727,450
12/11/2018 0:00,86450,450
12/12/2018 0:00,87966,450
12/13/2018 0:00,87333,450
12/14/2018 0:00,101520,450
12/15/2018 0:00,114102,450
12/16/2018 0:00,104805,450
12/17/2018 0:00,76609,450
12/18/2018 0:00,83902,450
12/19/2018 0:00,85647,450
12/20/2018 0:00,85425,270
12/21/2018 0:00,104888,270
12/22/2018 0:00,113148,270
12/23/2018 0:00,106929,270
12/24/2018 0:00,99220,270
12/25/2018 0:00,113159,270
12/26/2018 0:00,116734,270
12/27/2018 0:00,113423,270
12/28/2018 0:00,120624,270
12/29/2018 0:00,130554,270
12/30/2018 0:00,128939,270
12/31/2018 0:00,121531,270
1/1/2019 0:00,115245,270
1/2/2019 0:00,116029,270
1/3/2019 0:00,116388,450
